"code","iso","country","RMS.ind.1995","RMS.ind.1996","RMS.ind.1997","RMS.ind.1998","RMS.ind.1999","RMS.ind.2000","RMS.ind.2001","RMS.ind.2002","RMS.ind.2003","RMS.ind.2004","RMS.ind.2005","RMS.ind.2006","RMS.ind.2007","RMS.ind.2008","RMS.ind.2009","RMS.ind.2010","RMS.ind.2011","RMS.ind.2012","RMS.ind.2013","RMS.ind.2014","RMS.ind.2015","RMS.ind.2016","RMS.ind.2017","RMS.ind.2018","RMS.ind.2019","RMS.ind.2020","RMS.ind.2021","RMS.ind.2022"
36,"AUS","Australia",15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503,15.9845041853503
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"BHS","Bahamas",11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932,11.4853453763932
48,"BHR","Bahrain",17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574,17.5608979289574
50,"BGD","Bangladesh",15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573,15.6609826850573
52,"BRB","Barbados",22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244,22.901748256244
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413,19.4826401627413
84,"BLZ","Belize",10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765,10.0766744985765
204,"BEN","Benin",11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572,11.3013994292572
60,"BMU","Bermuda",37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277,37.3168038199277
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444,13.5211628510444
92,"VGB","British Virgin Islands",13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203,13.4870453242203
96,"BRN","Brunei Darussalam",9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074,9.58787070820074
100,"BGR","Bulgaria",40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097,40.2071255853097
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"CPV","Cabo Verde",99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998
116,"KHM","Cambodia",19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582,19.4557649597582
120,"CMR","Cameroon",7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223,7.15753421932223
124,"CAN","Canada",11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882,11.9465782406882
136,"CYM","Cayman Islands",9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632,9.75191890096632
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932,11.7523115728932
156,"CHN","China",20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102,20.4315474284102
170,"COL","Colombia",3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621,3.58887993739621
174,"COM","Comoros",99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998,99.9999999999998
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465,17.6632833032465
384,"CIV","Cote d'Ivoire",25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044,25.8471369779044
191,"HRV","Croatia",3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359,3.95949737288359
192,"CUB","Cuba",17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256,17.1038194801256
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,"CZE","Czech Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433,5.1229847916433
262,"DJI","Djibouti",6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226,6.45002438023226
212,"DMA","Dominica",16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174,16.4523555256174
214,"DOM","Dominican Republic",24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728,24.3229116977728
218,"ECU","Ecuador",15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775,15.6866561949775
818,"EGY","Egypt",8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578,8.09882378975578
222,"SLV","El Salvador",11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157,11.3182969877157
226,"GNQ","Equatorial Guinea",22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309,22.4945426225309
232,"ERI","Eritrea",3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042,3.46079572035042
233,"EST","Estonia",10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536,10.197774866536
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283,11.3001355234283
242,"FJI","Fiji",14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823,14.9712095349823
246,"FIN","Finland",11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975,11.0172143844975
250,"FRA","France",15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225,15.2827410977225
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277,12.7962779004277
